Status,Station Name,Observation Date,Latitude,Longitude,Reporting Category,# Observed,Comments,Report ID
,Site 974,2020-10-16,25.62,-100.296,Monarch PEAK Migration,38,"We had seen a few monarchs in previous days, but this morning they began to be seen in greater numbers. I counted 38 monarchs flying for 10 minutes and they continued to pass throughout the day.","1,526,491,744"
,Site 973,2020-10-16,25.62,-100.3,Monarch Fall Roost,100,About 100 monarchs perched in small clusters in a group of willows in a stream.,"1,526,491,743"
,Site 1207,2020-10-16,25.789,-100.266,Monarch PEAK Migration,453,"Isabel Ortiz and her daughter counted from 8:57 pm to 14:01 on a five minutes intervals and the results are from 8:57 a 9:02, 87 mariposas monarca, 9:38 a 9:43, 27, 9:46 a 9:51, 16, 9:52 a 9:57, 12, 10:04 a 10:09, 13, 1:07 a 1:12, 16, 1:13 a 1:18, 41, 1:19 a 1:24, 27, 1:25 a 1:30, 62, 1:31 a 1:36, 22, 1:37 a 1:42, 30, 1:43 a 1:48, 35, 1:50 a 1:55, 22, 1:56 a 2:01, 35   ","1,526,496,444"
,Site 1178,2020-10-16,25.765,-100.43,Monarch Fall Roost,"1,000",Mayra de Nuevo Le&oacute;n nos cuenta. Me fue imposible contarlas hay muchos racimos y siguen llegando m&aacute;sMayra from Nuevo Le&oacute;n tells us. It was impossible for me to count them there are many bunches and more continue to arrive,"1,526,491,851"
,Site 1176,2020-10-16,25.763,-100.428,Monarch Fall Roost,"3,000",Carolina was watching a roost form at 18:31 pm in  frammboyan and huizache trees they counted the clusters and the amount estimated was aroun 3000 thousand. So excited did not take a picture.,"1,526,496,449"
,Site 1152,2020-10-16,25.749,-100.186,Monarch PEAK Migration,385,"Observer Evelyn Hernandez. In a five minute period she counted 385 monarchs flying very high. It was cloudy, low wind and 22Ã¯Â¿Â½ C.","1,526,496,448"
,Site 844,2020-10-16,25.415,-102.534,Monarch Fall Roost,500,"San Pedro de las Colonias, Coah.Reporta Jorge Jose Barraza Arellano. Son las 14:54 con una temperatura soleada y ventoso. Camino al ejido Cleto. Observe cerca de 500 mariposas perchadas en huizaches y algunas volando alrededor. 4San Pedro de las Colonias, Coah.Jorge Jose Barraza Arellano reports. It is 2:54 pm with a sunny and windy temperature. On the way to the Cleto ejido. Observe about 500 butterflies roosting in huizaches and some flying around. 4","1,526,491,784"
,Site 839,2020-10-16,25.404,-101.016,Monarch Fall Roost,200,"Observadores Leticia Jimenez y Marino Garcia Alrededor de 200 monarcas perchÃ¯Â¿Â½ndose en el Parque Venustiano Carranza, hora 18:40 pm, varias de ellas con alas rotas, Observers Leticia Jimenez and Marino Garcia Around 200 monarchs roost in Venustiano Carranza Park, at 6:40 pm, several of them with broken wings.","1,526,491,853"
,Site 815,2020-10-16,25.354,-101.006,Monarch PEAK Migration,50,"Nombre del observador: Jes&uacute;s Santiago Fuentes Mtz.Fecha:  viernes 16 de octubre 2020    Hora: 4:50 pmLugar: Ca&ntilde;&oacute;n de San Lorenzo, Saltillo, Coahuila.    Actividad: En vuelo con direcci&oacute;n NE.  Observ&eacute; m&aacute;s de 50 Mariposas en un lapso de 3 a 5 min.Estado del tiempo: SoleadoObserver name - Jes&uacute;s Santiago Fuentes Mtz.Time - 4:50 pmLocation - Ca&ntilde;&oacute;n de San Lorenzo, Saltillo, Coahuila.Activity - In flight heading NE. I observed more than 50 Butterflies in a period of 3 to 5 min.Weather conditions - Sunny","1,526,491,847"
,Site 899,2020-10-16,25.426,-101.008,Monarch Fall Roost,80,"Nombre: Linabeth Flores y Alejandra ZamarripaLugar: Saltillo, Coahuila Alameda CentralFecha y hora: 16 Oct 2020 6:20Actividad de las mariposas: percha y pernocta aproximadamente vimos 80 ramas con mariposas distribuidas en distintas zonas de la alameda, por la fuente de las ranas, por la biblioteca p&uacute;blica y entre los pasillos cerca del lago.Estado del tiempo: 20C nubladoName - Linabeth Flores and Alejandra ZamarripaLocation - Saltillo, Coahuila Alameda CentralTime - 6:20pmButterfly activity -: roost and overnight we saw approximately 80 branches with butterflies distributed in different areas of the avenue, by the frog fountain, by the public library and between the corridors near the lake.Weather - 20C cloudy","1,526,491,856"
,Site 898,2020-10-16,25.423,-101.007,Monarch Adult Sighted,76,"Nombre del observador - Linabeth Flores Fecha y Hora - 16 de octubre 2020 12:30pmLugar - Saltillo, Coahuila  Actividad - 76 mariposas Volando (20 minutos de observacion)Estado del tiempo - Soleado 22 CObserver Name - Linabeth FloresTime -  12:30 pmLocation - Saltillo, Coahuila  Activity - 76 Flying butterflies (20 minutes of observation)Weather - Sunny 22 C","1,526,491,845"
,Site 4480,2020-10-16,29.629,-84.925,Monarch Adult Sighted,2,Saw two adults flying West around 11:00 a.m.,"1,526,491,646"
,Site 3602,2020-10-16,29.383,-98.491,Monarch Adult Sighted,1,Spotted a dead monarch on the ground. Still seeing a lot of snot nose butterflies. ,"1,526,491,754"
,Site 13027,2020-10-16,32.653,-97.162,Monarch Adult Sighted,3,Seen 1642 on tropical milkweed. At least 3 spotted at the same time.,"1,526,491,930"
,Site 13290,2020-10-16,32.721,-80.082,Monarch Adult Sighted,2,Two sighted in our butterfly garden among our gulf fritillary regulars. ,"1,526,491,699"
,Site 12984,2020-10-16,32.638,-96.958,Monarch Adult Sighted,48,"There were dozens if not hundreds of monarchs at the preserve that day and particularly on a short hiking trail surrounded by a variety of sunflowers.  I was able to catch quite of few photos of them, but I like the little grouping in this one.  There are at least five in this photo.","1,526,491,734"
,Site 13097,2020-10-16,32.678,-86.706,Monarch Adult Sighted,1,Only one monarch sighting this afternoon at 4:56 p.m. It was windy and cool.,"1,526,491,738"
,Site 12785,2020-10-16,32.563,-97.142,Monarch Adult Sighted,1,"10/16/20 , 4:15 pm, Mansfield, Tx. 76063, Male Monarch Submitted on behalf of students from Tarrant County College, http://www.tccd.edu. General College Biology I","1,526,496,510"
,Site 15722,2020-10-16,33.187,-96.258,Monarch Egg Sighted,2,2 eggs found on underside of milkweed leaves,"1,526,491,957"
,Site 16954,2020-10-16,33.587,-82.189,Monarch Adult Sighted,1,We were not able to get a photo. ,"1,526,491,959"
,Site 16741,2020-10-16,33.505,-82.086,Monarch Adult Sighted,2,flying across the expressway,"1,526,491,711"
,Site 16596,2020-10-16,33.469,-82.512,Monarch Adult Sighted,2,1 female and another adult nectaring,"1,526,491,709"
,Site 16129,2020-10-16,33.279,-111.162,Monarch Adult Sighted,2,"I saw two adults nectarine on the ageratum. Both in good condition . I don't know how to upload the second photo with this one, sorry","1,526,491,697"
,Site 19791,2020-10-16,34.28,-119.294,Monarch Adult Sighted,1,We have milkweed plants at our house. I also noticed wasps toward the end of summer. I am worried they ate caterpillars. ,"1,526,492,472"
,Site 22499,2020-10-16,35.271,-82.47,Monarch Adult Sighted,3,"One adult female in the morning, a male and female in the afternoon.","1,526,491,614"
,Site 25096,2020-10-16,35.874,-82.545,"Monarch, Captive-Reared",1,We brought inside the Welcome Center a caterpillar and it went into chrysalis on Wednesday.,"1,526,491,681"
,Site 26812,2020-10-16,36.09,-96.048,Monarch Adult Sighted,1,"Adult monarch heading south 2:53pm, Sunny 66*, wind SW4mph","1,526,491,812"
,Site 26812,2020-10-16,36.09,-96.048,Monarch Adult Sighted,1,"Adult monarch heading south 2:53pm, Sunny 66*, wind SW4mph","1,526,491,688"
,Site 26811,2020-10-16,36.09,-95.904,Monarch Adult Sighted,1,"Adult monarch heading south 12:53pm, Sunny 64*, wind SW5mph","1,526,491,669"
,Site 26057,2020-10-16,36.012,-95.796,Monarch Adult Sighted,1,Think I saw a monarch although it is late in the season.   Was on cone flower in my butterfly garden. ,"1,526,491,671"
,Site 25985,2020-10-16,36.002,-95.988,Monarch Adult Sighted,1,Female feeding on lantana in my backyard today. She was beautiful and perfect.,"1,526,491,731"
,Site 29415,2020-10-16,36.76,-84.638,Monarch Adult Sighted,1,Just one in the yard this afternoon. It barely made it to 65 degrees today but it took off when i approached to 15 feet and headed south.  ,"1,526,491,712"
,Site 29667,2020-10-16,36.871,-94.826,Monarch Adult Sighted,1,First adult I have seen in over a week. It may have been one of the caterpillars that I had a couple of weeks ago that eclosed today.,"1,526,491,722"
,Site 30930,2020-10-16,37.349,-79.504,Monarch Adult Sighted,1,Each time we go out for errands or just a ride we are seeing at least a Monarch on our travels. I'm surprised as they keep coming. Perhaps they are newbies.,"1,526,491,719"
,Site 32227,2020-10-16,37.805,-122.205,Monarch Adult Sighted,1,Around 1:30pm. ,"1,526,491,729"
,Site 32227,2020-10-16,37.805,-122.205,Monarch Egg Sighted,4,On narrow-leaf native plant.,"1,526,491,728"
,Site 32227,2020-10-16,37.805,-122.205,Monarch Egg Sighted,5,On native milkweed.,"1,526,491,714"
,Site 43103,2020-10-16,39.518,-84.355,Monarch Adult Sighted,1,It emerged!,"1,526,491,696"
,Site 42340,2020-10-16,39.392,-87.694,Monarch Adult Sighted,3,Three adults feeding on Mexican sunflower and butterfly bush,"1,526,491,660"
,Site 44364,2020-10-16,39.749,-77.383,Monarch Adult Sighted,1,Female nectaring on tithonia bloom. ,"1,526,492,322"
,Site 53895,2020-10-16,40.984,-83.864,Monarch Adult Sighted,1,I saw one monarch in the late afternoon. It stopped briefly in the garden to land on a zinnia before continuing on toward the southwest. ,"1,526,491,819"
,Site 58164,2020-10-16,41.507,-83.749,Monarch Adult Sighted,1,It was heading SSW,"1,526,491,745"
,Site 58164,2020-10-16,41.507,-83.749,Monarch Adult Sighted,1,It was heading SSW,"1,526,491,727"
,Site 57271,2020-10-16,41.43,-89.008,"Monarch, Captive-Reared",1,"This captive raised female emerged late yesterday. We waited until it was sunny, slightly less windy and temperatures in the low 50s to release this morning. ","1,526,491,707"
,Site 60168,2020-10-16,41.7,-70.3,Monarch Adult Sighted,1,Female ,"1,526,491,808"
,Site 60168,2020-10-16,41.7,-70.3,Monarch Adult Sighted,1,Female ,"1,526,491,772"
,Site 63960,2020-10-16,42.099,-75.918,Monarch Adult Sighted,1,A Monarch butterfly flew past my window at work.,"1,526,491,595"
,Site 63320,2020-10-16,42.035,-82.602,Monarch Adult Sighted,1,One male obtaining nectar from Red Clover on vacant lot. Air temp 41 degrees F.in afternoon,"1,526,496,100"
,Site 68034,2020-10-16,42.505,-72.675,"Monarch, Captive-Reared",1,This monarch was raised inside a tank and set outside to hatch. ,"1,526,491,636"
,Site 72036,2020-10-16,42.986,-79.191,Monarch Adult Sighted,1,Beautiful female sunning herself on the greenhouse glass,"1,526,491,652"
,Site 100805,2020-10-15,32.899,-105.96,Hummingbird Sighting (Adult Male),1,"An adult male Rufous showed up on the 10/10/20 and my last sighting of it was on 10/15/20... I think it is migrating through because mine had already gone... I don't remember when the bulk of my hummers left. This is the latest I have seen a male Rufous here in Alamogordo, NM. ","1,526,496,532"
,Site 80235,2020-10-15,43.923,-70.913,Monarch Adult Sighted,5,"I saw 5 Monarchs over the course of the day here at home.Temperature about 65, mostly sunny, wind around 10mphEditor's note: 3 captive-reared adults released in same area","1,526,491,611"
,Site 80235,2020-10-15,43.923,-70.913,"Monarch, Captive-Reared",1,"I released 1 Monarch Butterfly. It was the last of the 3 caterpillars I brought in to help them along. I wanted to give them a chance. They were just not progressing much outside and this helped them along. They all turned into healthy butterflies.Temperature about 65, mostly sunny,Wind about 10mph","1,526,491,610"
,Site 32261,2020-10-15,37.815,-122.242,Monarch Adult Sighted,2,Here for milkweed,"1,526,491,582"
,Site 103707,2020-10-15,34.235,-77.946,Hummingbird Sighting,10,at feeder,"1,526,498,346"
,Site 96969,2020-10-15,30.214,-92.375,Hummingbird Sighting,14,"Yesterday, we had 17, plus others flitting about. This morning, we have 14. They are females, with one juvenile male sighted (lone ruby ink spot on his throat). We have a dry cool front expected tonight (Thursday, 10/15) and that may herald their return to Mexico within the following two days after the front. I will be watching and counting. There are a few things we did differently this past season. Our annual termite foundation-treatment was postponed to November, since the foundation plantings are within 20 feet of the nectar plants. We are also switching from insecticidal treatment to non-deadly bait stations. We planted more nectar plants away from the house, and we were able to stop all parish (county for non-Louisianians) mosquito spraying on the country roads adjoining our property. That seemed to increase the insect population needed for hummingbird protein. We still experience some spray over from the rice farms which surround our acreage, but that hasnÃ¯Â¿Â½t deterred the hummingbirds from visiting. By the way, I change out the nectar once or twice a day, and IÃ¯Â¿Â½ve noticed that they gravitate toward the colder refrigerated nectar. I wonder if thatÃ¯Â¿Â½s because itÃ¯Â¿Â½s what theyÃ¯Â¿Â½re used to having when they lived up north. ","1,526,491,469"
,Site 4205,2020-10-15,29.566,-98.244,Monarch Adult Sighted,2,Monarch butterflies nectaring on Mexican Sunflowers (Tithonia rotundifolia) and Esperanza (Tecoma stans).,"1,526,491,597"
,Site 10406,2020-10-15,31.122,-97.935,"Monarch, Captive-Reared",9,all tagged,"1,526,496,837"
,Site 28160,2020-10-15,36.276,-82.392,Monarch Adult Sighted,2,Two adult monarchs flying in southwest direction about 15 minutes apart.,"1,526,491,840"
,Site 31228,2020-10-15,37.453,-77.284,Monarch Adult Sighted,4,"Update on earlier entry todayNo photo taken.   Observed total of 4 monarchs all afternoon and evening on the Zennisâ€™s, Marigolds and butterfly bushes.  They looked like all were females.   ","1,526,491,584"
,Site 31228,2020-10-15,37.453,-77.284,Monarch Adult Sighted,1,Female going between marigolds and several butterfly bushes,"1,526,491,505"
,Site 115309,2020-10-15,38.891,-90.184,Hummingbird Sighting,1,A female just came to the feeder in our side yard. Stayed for about half a minute and buzzed off. There is a frost advisory for our area tonight so I hope this is not the end of hummingbird season in our yard and garden. Will still maintain feeders until the bitter end!,"1,526,491,466"
,Site 6888,2020-10-15,30.132,-95.486,Monarch Egg Sighted,1,Morning saw this being laid in my garden,"1,526,491,501"
,Site 6888,2020-10-15,30.132,-95.486,Monarch Adult Sighted,1,Tattered adult female laying eggs in my garden 11:25am CST morning,"1,526,491,496"
,Site 44152,2020-10-15,39.714,-75.609,Monarch Adult Sighted,1,So glad to see one more Monarch on my Mexican sunflowers. This was a poor year for me producing caterpillars as I had a lot of milkweed not eaten. ,"1,526,491,527"
,Site 46673,2020-10-15,40.043,-86.128,"Monarch, Captive-Reared",1,1 female eclosed in late afternoon. Larva was found on milkweed in my garden. Will tag and release tomorrow. Monarch waystation 6764,"1,526,491,625"
,Site 7855,2020-10-15,30.298,-97.802,Monarch Egg Sighted,1,I saw one lone traveler with a torn hindwing. She nectared and rested for a long time. I later found one egg.,"1,526,492,341"
,Site 7855,2020-10-15,30.298,-97.802,Monarch Adult Sighted,1,I saw one traveler with a torn hindwing. She nectared and rested for a long time. I later found one egg. Hopefully there are more for her trouble.,"1,526,492,340"
,Site 7855,2020-10-15,30.298,-97.802,"Monarch, Captive-Reared",4,"Four Monarchs eclosed today: 1 female and 3 males. I typically hang newly eclosed ""Butters"" on the needles of an ash juniper to allow their wings to dry. They can take flight when they're ready.","1,526,492,338"
,Site 26963,2020-10-15,36.102,-78.458,Monarch Adult Sighted,1,It looked like a newly hatched. Very pretty.,"1,526,491,606"
,Site 34017,2020-10-15,38.303,-77.46,Monarch Adult Sighted,2,"I was sitting  on my porch noticing  one Monarch,  when another  fluttered down. It is a windy day. Sun is out. It is about  73.  Two in the picture, one topand one on bottom  of picture.  One flew away the other is still  getting  nectar. ","1,526,491,520"
,Site 95222,2020-10-15,29.298,-94.79,Hummingbird Sighting,2,"1 adult , 1 juvenile females ,fattening up.","1,526,491,485"
,Site 7334,2020-10-15,30.214,-92.375,"Monarch, Captive-Reared",10,"The first 10 of captive-reared Monarchs were released today. Thankfully, they were spared two hurricanes, though sadly, I found several dead larvae outdoors which couldnâ€™t survive the 100 mph winds without being more sheltered in the oak trees. ","1,526,491,550"
,Site 7334,2020-10-15,30.214,-92.375,"Monarch, Captive-Reared",10,"The first 10 of captive-reared Monarchs were released today. Thankfully, they were spared two hurricanes, though sadly, I found several dead larvae outdoors which couldn't survive the 100 mph winds without being more sheltered in the oak trees. ","1,526,491,513"
,Site 17854,2020-10-15,33.82,-84.221,Monarch Adult Sighted,1,Adult male Monarch sighted on Lantana.,"1,526,491,554"
,Site 40981,2020-10-15,39.194,-76.062,Monarch Adult Sighted,3,Feeding on my Mexican sunflowers,"1,526,491,537"
,Site 25035,2020-10-15,35.858,-83.742,Monarch Adult Sighted,1,One monarch feeding on B.D but also several other nice butterflies.,"1,526,491,559"
,Site 47540,2020-10-15,40.126,-75.333,Monarch Larva Sighted,6,Final Monarch larva army of the 2020 season. Over past couple weeks 2 adults deposited eggs all over the yard. I hatched several indoors for release. High count of 20 larva last weekend. 3 chrysalis hanging.Best year in 4 of cultivating Monarchs in eastern PA. Success.,"1,526,491,483"
,Site 70535,2020-10-15,42.834,-73.602,Monarch Adult Sighted,1,1 butterfly flew into garden at 10 am today. The butterfly is still nectoring on flowers.Its sunny 72 degrees with a very gusty sw wind at 18 mph.,"1,526,491,526"
,Site 43205,2020-10-15,39.534,-75.897,Monarch Adult Sighted,2,"2 adult Monarchs on asters. 75Ã¯Â¿Â½, sunny, winds 12 mph from south.","1,526,491,549"
,Site 43205,2020-10-15,39.534,-75.897,Monarch Adult Sighted,1,"Adult Monarch feeding on asters for a long time.(1+ hour and counting). 69Ã¯Â¿Â½, sunny, wind light, 12 mph from south.","1,526,491,490"
,Site 71877,2020-10-15,42.98,-70.948,Monarch Adult Sighted,1,fly by around my butterfly gardens,"1,526,492,493"
,Site 111617,2020-10-15,37.727,-89.217,Hummingbird Sighting,2,Still see a few every day; today was a good day seeing 2 at once.,"1,526,491,604"
,Site 3883,2020-10-15,29.482,-100.987,Monarch PEAK Migration,780,Flyby survey from 10:15 AM to 12 PM. Monarchs flying SW toward US/Mexico border. Flight altitude from ~2-20m. Higher wind speeds at ~7mph. Partly cloudy to clear skies. ,"1,526,491,515"
,Site 27912,2020-10-15,36.195,-82.539,Monarch Adult Sighted,2,Two beautiful females were seen enjoying a friend's butterfly bush!,"1,526,491,843"
,Site 144891,2020-10-15,44.407,-76.601,Hummingbird Sighting,1,Still here!,"1,526,491,621"
,Site 95400,2020-10-15,29.534,-95.118,"Hummingbird, Nectaring from Flowers",3,"Three hummingbirds chasing each other as they feed from the Native plants, completely ignoring the feeders.","1,526,491,619"
,Site 3845,2020-10-15,29.47,-100.95,Monarch Fall Roost,33,7:44 AM Temperature: 18.4CWind speed: 0mph Relative humidity: 48.7% Dew point: 7.4C Roost tree species: Vachellia farnesia Nectar source: Lantana sp. ,"1,526,491,640"
,Site 30956,2020-10-15,37.358,-77.442,"Monarch, Captive-Reared",2,Two adult  butterflies emerged a few minuted ago in my cage.  I will be releasing them around 2:00pm today as the temps are going to be in the 70â€™s and sunny.   Tomorrow a cold front is coming through.  I still have 6 chrysalides to go.  They are taking more than 8 to 10 days to emerge.  ,"1,526,491,482"
,Site 16405,2020-10-15,33.405,-86.811,Monarch Adult Sighted,7,Feeding on Mexican Sunflowers!,"1,526,491,572"
,Site 18176,2020-10-15,33.874,-84.233,Monarch Adult Sighted,2,Had three monarchs visiting my fall flowers during the day.  The weather was warm and sunny with little breeze.,"1,526,491,867"
,Site 36931,2020-10-15,38.808,-77.251,"Monarch, Captive-Reared",1,Female monarch eclosed from chrysalis collected from garden on 10/14 and was released on 10/15.,"1,526,491,629"
,Site 94497,2020-10-15,27.312,-82.488,"Hummingbird, Nectaring from Flowers",2,"Nectarine from cigar plant, fire spike, ignoring my feeders. 1st one chased the 2nd off.","1,526,491,470"
,Site 114514,2020-10-15,38.758,-90.302,Hummingbird Sighting,1,at my feeder this afternoon...brrr...,"1,526,491,564"
,Site 29415,2020-10-15,36.76,-84.638,Monarch PEAK Migration,13,Most activity I've seen yet in our yard. Counted 13 feeding mostly on newly opened lavender asters. Temperature is around 80 skies clear and breezy.,"1,526,491,620"
,Site 94395,2020-10-15,26.265,-81.811,Hummingbird Sighting,1,First of the fall migration.  Male Ruby Throat visiting feeders and candy corn vine throughout the day.,"1,526,492,210"
,Site 98033,2020-10-15,30.534,-98.198,Hummingbird Sighting,1,Single female or juvenile Ruby-throat at Krasue Springs.,"1,526,491,980"
,Site 104092,2020-10-15,34.456,-93.071,"Hummingbird, Nectaring from Flowers",2,"I saw 2, one was a tiny juvenile, flying around my flowers. I have never seen a juvenile before. He was very small &amp; flying low. Couldn't get a picture of him. ","1,526,491,650"
,Site 112126,2020-10-15,37.973,-91.763,Hummingbird Sighting,3,I've had one female here for awhile. She is older and is an expert with the honey bees...lol Two more young females showed up probably passing through.,"1,526,491,563"
,Site 112975,2020-10-15,38.348,-90.983,Hummingbird Sighting,1,Rubythroat Still here and its going to frost this evening. Brr ,"1,526,491,545"
,Site 114296,2020-10-15,38.706,-87.521,Hummingbird Sighting (Adult Male),1,1 male black chinned hummingbird at feeder.,"1,526,491,702"
,Site 120347,2020-10-15,39.951,-86.262,Hummingbird Sighting,1,First sighting today at 4:12pm.I think its a juvenile male.I think he had just arrived.He sat on my yard ornament for quite awhile before he hit the Savia.,"1,526,491,561"
,Site 121914,2020-10-15,40.242,-75.284,Hummingbird Sighting,1,female on salvia,"1,526,491,521"
,Site 127617,2020-10-15,41.449,-91.537,Hummingbird Sighting,1,"Still here, after not seeing it yesterday (which was very windy). ","1,526,491,499"
,Site 133336,2020-10-15,42.241,-88.316,Hummingbird Sighting,1,One on flowers,"1,526,491,567"
,Site 151897,2020-10-15,47.759,-122.309,Hummingbird Sighting,1,Regular visitor to feeder,"1,526,491,579"
,Site 2963,2020-10-15,28.752,-81.636,Monarch Adult Sighted,1,I have a monarch butterfly flying around the garden and my house ,"1,526,491,686"
,Site 2822,2020-10-15,28.604,-100.457,Monarch Adult Sighted,12,"12 mariposas monarca cerca de un encino, justo donde hace un a&ntilde;o pasaron... espero mas en estos dias12 monarch butterflies near an oak tree, just where they passed a year ago ... I hope for more these days","1,526,491,739"
,Site 2398,2020-10-15,28.039,-101.786,Monarch PEAK Migration,700,"Jos&eacute; Antonio Davila Paulin reporta el d&iacute;a 15 de Octubre, El Nacimiento de los Negros Mascogos, Muzquiz Coah.Esta tarde hallamos cientos de monarcas cerca de un bosque de encinos con agua, volando bajo entre la vegetacion del suelo donde hay florecitas de las que se estan alimentando, tomando agua, posadas en las copas de los arboles. Son las 6 de la tarde y tibio el ambiente.*El video de este reporte lo pueden encontrar en el Facebook del programa Correo Real.Jos&eacute; Antonio Davila Paulin reports on October 15, The Birth of the Black Mascogos, Muzquiz Coah.This afternoon we found hundreds of monarchs near an oak forest with water, flying low among the vegetation on the ground where there are little flowers that they are feeding on, drinking water, perched on the treetops. It is 6 in the afternoon and the atmosphere is warm.* The video of this report can be found on the Facebook of the Correo Real program.","1,526,491,662"
,Site 6789,2020-10-15,30.097,-98.041,Monarch Adult Sighted,1,We have experienced a lull in Monarch sightings for the past week. The most we have seen a day is 2 and yesterday we only saw 1. The previous 10 days were much more active with both migrants and non-migrants. The weather has been changing quite a bit lately. We had a high of almost 100 on Sunday and our high today will be 74.,"1,526,491,649"
,Site 9534,2020-10-15,30.586,-98.217,Monarch Adult Sighted,1,"Crossed road in front of me, heading South! ","1,526,491,517"
,Site 9380,2020-10-15,30.556,-98.22,Monarch Adult Sighted,1,A BIG one sailed past as I parked. Heading south on the winds. ,"1,526,491,518"
,Site 8757,2020-10-15,30.43,-98.002,Monarch Adult Sighted,2,Visiting my garden late afternoon ,"1,526,491,627"
,Site 9026,2020-10-15,30.475,-98.146,Monarch Adult Sighted,2,2 adult monarchs in butterfly garden at Krause Springs,"1,526,491,982"
,Site 8440,2020-10-15,30.396,-86.742,Monarch Adult Sighted,9,"Monarchs and Common Buckeye along with other pollinators on Santa Rosa Island, Eglin AFB property ","1,526,491,514"
,Site 13725,2020-10-15,32.784,-79.815,Monarch Adult Sighted,50,"Loving watching Monarchs and Fritterlaries flying south over the beach and over the yards on Isle of Palms, SC. Love visiting here in October.","1,526,491,350"
,Site 12362,2020-10-15,32.396,-99.402,Monarch Fall Roost,20,In my friends backyard ,"1,526,491,353"
,Site 15754,2020-10-15,33.193,-87.474,Monarch Adult Sighted,9,"May not be full peak, but 9 monarchs were observed flying southwest over the UA arboretum between 1:30 and 3 pm","1,526,491,566"
,Site 15933,2020-10-15,33.22,-87.582,Monarch Adult Sighted,3,Three adult monarchs nectaring on my lantana today. ,"1,526,491,816"
,Site 15103,2020-10-15,33.026,-91.955,Monarch Adult Sighted,1,The butterfly was flying in my pasture.,"1,526,491,427"
,Site 16694,2020-10-15,33.492,-111.968,Monarch Adult Sighted,1,Possibly the same one as yesterday but a much better photo,"1,526,491,598"
,Site 16895,2020-10-15,33.56,-81.72,Monarch Adult Sighted,1,A beautiful female showed up to feed on milkweed nectar.,"1,526,491,558"
,Site 19044,2020-10-15,34.096,-84.432,Monarch Adult Sighted,1,Around 3-4pm today,"1,526,491,599"
,Site 18503,2020-10-15,33.958,-83.373,Monarch Adult Sighted,3,I had three monarchs in my garden this evening.,"1,526,491,586"
,Site 18376,2020-10-15,33.927,-84.291,Monarch Adult Sighted,4,"Flying SE over my house. One I followed up to the top of an old oak tree then lost it, lost the others as soon as then went from the back to the front of the house. ","1,526,491,530"
,Site 18209,2020-10-15,33.883,-84.484,"Monarch, Captive-Reared",1,We released our Monarch! ,"1,526,496,563"
,Site 21663,2020-10-15,35.08,-77.101,"Monarch, Captive-Reared",4,Tagged and released,"1,526,491,615"
,Site 21413,2020-10-15,35.031,-84.363,Monarch PEAK Migration,20,Have been seeing monarchs or viceroys (unconfirmed for a couple of weeks) pass through the Glenn Springs Holdings Copper Basin Project. NO Monarchs this year until about the first of October. This is the first time in 2020 we have captured an image that clearly confirms a Monarch rather than the common Viceroy. ,"1,526,491,634"
,Site 23806,2020-10-15,35.577,-77.63,"Monarch, Captive-Reared",80,"as of todays date i have released 80 plus , still have a few cats in controlled area, lost  quite a few in the past weeks in outside containment from the cooler mornings, that is when i moved remaining inside. this is the 2nd group raised this fall","1,526,491,433"
,Site 22522,2020-10-15,35.278,-79.564,Monarch Adult Sighted,3,Visited my butterfly bush and traveled on.,"1,526,496,923"
,Site 22522,2020-10-15,35.278,-79.564,Monarch Adult Sighted,3,Visited my butterfly bush and traveled on.,"1,526,496,796"
,Site 29650,2020-10-15,36.87,-94.826,Monarch Larva Sighted,2,Found two large cats on my swamp milkweed today. Put in my enclosure because we are expecting frost.,"1,526,491,723"
,Site 29129,2020-10-15,36.659,-121.638,Monarch Adult Sighted,1,At Abbott and Romie-flying across the road ,"1,526,491,519"
,Site 28003,2020-10-15,36.216,-79.946,"Monarch, Captive-Reared",1,"Released last one for the season, a male which eclosed this morning.  Raised and released 263 total between August 26 and October 15, 2020.  A good year.","1,526,491,670"
,Site 31576,2020-10-15,37.596,-79.039,Monarch Adult Sighted,3,"3 monarchs were fluttering around the tithonia in my yard.  Definitely haven't seen as many, this year.","1,526,491,635"
,Site 32463,2020-10-15,37.896,-122.294,Monarch Adult Sighted,4,Four sightings presumed 4 separate individuals.,"1,526,491,571"
,Site 32372,2020-10-15,37.858,-78.102,Monarch Adult Sighted,3,They were fluttering around my butterfly bush and nectaring.,"1,526,491,569"
,Site 31949,2020-10-15,37.733,-77.638,Monarch Adult Sighted,1,Seeing one or two maybe every other day. Looking fresh and shiny. Have a large pollinator garden with plenty of Butterfly weed.,"1,526,491,753"
,Site 35083,2020-10-15,38.518,-75.236,"Monarch, Captive-Reared",15,"Released 15 from Found local egg rearing from Millville, De. 10 males 5 females. ","1,526,491,637"
,Site 34322,2020-10-15,38.392,-76.504,Monarch Adult Sighted,10,Observed 10 monarchs flying south along the Patuxent River. ,"1,526,491,551"
,Site 35950,2020-10-15,38.662,-121.8,Monarch Adult Sighted,1,Nectaring on a Tithonia (Mexican sunflower) flower. Monarch was in the area 6+ hours.,"1,526,491,613"
,Site 38368,2020-10-15,38.938,-76.497,Monarch Adult Sighted,5,"All still on Tithonia, not native asters and golden rod","1,526,491,531"
