Status,Station Name,Observation Date,Latitude,Longitude,Water Type,pH,Nitrate,Nitrite,Hardness,Chlorine,Alkalinity,Other Observations
,Site 357,2021-04-09,40.6583,-73.960385,Runoff,6.2,0,0.5,150,0,80,"This sample was taken from snowfall from the streets that were on the streets. It was surrounded by and filled with garbage and debris; the snow was almost completely black and dark. Once the snow melted the large pieces of trash were removed and a small sample was removed from it, however, the water was still extremely dark brown and full of mud soo much that light had difficulty shining through. This also meant that the test strips also had a problem displaying the color thus the values for each test. This issue was combatted by allowing the drying of the test strips them gently rubbing the excess dirt off."
,Site 358,2021-04-09,40.658394,-73.960299,Tap Water,6.2,0,0,25,0,40,During the time the water was gathered the home had no hot water. The water for a brief moment wasn't clear as it settled it cleared up with a layer of bubbles formed at the top layer.
,Site 638,2021-04-09,40.644344,-73.959606,Runoff,8.4,0,10,150,6,40,"This water is a combination of snow, rainfall, and runoff water. The area the water was collected contained heaps of debris and garbage. The water itself was a transparent mucky brown color and as the water settled into the container the sediment, mud, and dirt settled at the bottom. When testing this water sample there were some difficulties in reading and comprehending the test strip and matching it with the correct ppm quantity. Also, in further research, there was a realization that some of the values exceeded the scale, for instance, the nitrite value surpasses the scale because the color is a deeper purple than the 10.0ppm it seems that the color matches more with 25.0ppm or 50.0ppm. The pH value also tips the scale to be a pH value of 12-14 meaning that the sample demonstrates a super alkaline solution, similar to bleach."
,Site 637,2021-04-09,40.644701,-73.959692,Tap Water,6.2,0,0,25,0,40,"This location occasionally had issues with brown or milky water from time to time that also results in the water being completely shut down for the whole building or would only cold. When the sample was collected the water was actually a bit milky and cloudy, after about 30 sec the water cleared up the become translucent again. Properly positioning the sample in the light you can see some particles moving around. Compared to the runoff water outside of the building the tap water was exponentially better and safer for human consumption. However, the pH value is still at an unsafe level for human consumption it is deemed to be acidic."
,Site 636,2021-04-09,40.638856,-73.942618,Runoff,6.2,0,0.5,150,0,80,"This sample contained a lot of dirt and debris build-up which proved to be extremely difficult in reading and analyzing the values because the dirt blocks and darkens the color. In order to get an accurate reading, I had to wait for the completely dry so I can gently rub off the dirt from the test strip and properly see the color for each value. The only issue seen in the water sample is the pH value and the total hardness of the water which is on bad values on the scales."
,Site 635,2021-04-09,40.638829,-73.943182,Tap Water,6.2,20,0,25,0,40,"This water had no particles and was clear. In contrast to the water found outside of the building, they were really similar to each other. The test strips almost mirror each other which is okay for outside water found on the streets however is problematic for tap water since that's the water in homes and being used and consumed by people."
,Site 634,2021-04-09,40.6583,-73.960385,Runoff,6.2,0,0.5,150,0,80,"This sample was taken from snowfall from the streets that were on the streets. It was surrounded by and filled with garbage and debris; the snow was almost completely black and dark. Once the snow melted the large pieces of trash were removed and a small sample was removed from it, however, the water was still extremely dark brown and full of mud soo much that light had difficulty shining through. This also meant that the test strips also had a problem displaying the color thus the values for each test. This issue was combatted by allowing the drying of the test strips them gently rubbing the excess dirt off."
,Site 633,2021-04-09,40.658394,-73.960299,Tap Water,6.2,0,0,25,0,40,During the time the water was gathered the home had no hot water. The water for a brief moment wasn't clear as it settled it cleared up with a layer of bubbles formed at the top layer.
,Site 413,2021-04-08,42.602164,-83.006237,Tap Water,7.2,20,0,300,0,40,Looks clear
,Site 639,2021-04-08,42.602164,-83.006237,Tap Water,7.2,20,0,300,0,40,Looks clear
,Site 374,2021-03-29,41.575605,-73.045027,Tap Water,6.2,0,0,25,0.5,40,
,Site 640,2021-03-29,41.575605,-73.045027,Tap Water,6.2,0,0,25,0.5,40,
,Site 643,2021-03-20,39.425876,-77.444778,Tap Water,7.2,20,0,150,0,40,Tap water from sink Day 1. Week 1
,Site 320,2021-03-20,39.422713,-77.441527,Stream,7.8,20,0,150,0,80,Stream water
,Site 321,2021-03-20,39.425876,-77.444778,Tap Water,7.2,20,0,150,0,40,Tap water from sink Day 1. Week 1
,Site 322,2021-03-20,39.431248,-77.46951,Well,6.2,0,0,0,0,0,Spring water
,Site 642,2021-03-20,39.422713,-77.441527,Stream,7.8,20,0,150,0,80,Stream water
,Site 641,2021-03-20,39.431248,-77.46951,Well,6.2,0,0,0,0,0,Spring water
,Site 376,2021-02-28,41.613019,-73.401561,Well,8.4,20,0,300,0,300,
,Site 644,2021-02-28,41.613019,-73.401561,Well,8.4,20,0,300,0,300,
,Site 410,2021-02-26,42.017064,-72.496665,Tap Water,7.8,20,0,300,0,80,"clear no odor 
Well sourced water 
history of contaminated ground water affecting surrounding wells and storm drains 
multiple lawsuits against tap water"
,Site 645,2021-02-26,42.017064,-72.496665,Tap Water,7.8,20,0,300,0,80,clear no odor ; Well sourced water ; history of contaminated ground water affecting surrounding wells and storm drains; multiple lawsuits against tap water
,Site 172,2021-02-24,36.956597,-121.978031,Lake,7.8,0,0,300,0.5,180,
,Site 174,2021-02-24,36.960144,-121.970736,Tap Water,7.2,0,0,150,0,120,
,Site 181,2021-02-24,36.964943,-121.995723,Lake,6.8,0,0,75,1,0,
,Site 196,2021-02-24,36.97408,-121.954263,River,8.4,0,0,300,1,300,
,Site 649,2021-02-24,36.960144,-121.970736,Tap Water,7.2,0,0,150,0,120,
,Site 648,2021-02-24,36.956597,-121.978031,Lake,7.8,0,0,300,0.5,180,
,Site 647,2021-02-24,36.964943,-121.995723,Lake,6.8,0,0,75,1,0,
,Site 646,2021-02-24,36.97408,-121.954263,River,8.4,0,0,300,1,300,
,Site 409,2021-02-22,41.979611,-73.103264,Tap Water,6.2,0,1,0,1,80,
,Site 650,2021-02-22,41.979611,-73.103264,Tap Water,6.2,0,1,0,1,80,
,Site 170,2021-02-21,36.9563,-121.9781,Runoff,8.4,0,0.5,300,0,0,murky smelly polluted
,Site 182,2021-02-21,36.965313,-121.994897,Runoff,7.8,,0,300,1,80,"near ocean, murky"
,Site 186,2021-02-21,36.972086,-121.905484,Stream,8.4,0,0,300,0,300,
,Site 193,2021-02-21,36.973025,-121.982568,Tap Water,7.2,0,0,300,0,120,
,Site 198,2021-02-21,36.975083,-121.946262,Tap Water,7.2,0,0,150,0,300,
,Site 201,2021-02-21,36.976771,-121.950347,Tap Water,8.4,0,0,150,0,300,
,Site 206,2021-02-21,36.978355,-121.946679,Tap Water,7.8,0,0,150,0,300,
,Site 278,2021-02-21,37.089,-121.9738,Lake,8.4,20,0.5,150,2,300,"murky, smelly water, with sticky mud around area"
,Site 375,2021-02-21,41.596488,-73.017813,Tap Water,6.8,0,0,25,0,0,
,Site 388,2021-02-21,41.8,-73.1,Tap Water,6.8,20,0,300,0,180,
,Site 396,2021-02-21,41.859817,-73.065426,Stormwater,6.2,0,0,0,0,40,"The nitrate level in my sample may have been slightly more than 0, roughly 5 PPM, however the pH level in my sample was certainly below 6.2, approximately 5.6 in relation to progression of other colors on the scale.

The sample was identified as stormwater, more specifically a recent snowstorm."
,Site 661,2021-02-21,41.859817,-73.065426,Stormwater,6.2,0,0,0,0,40,"The nitrate level in my sample may have been slightly more than 0, roughly 5 PPM, however the pH level in my sample was certainly below 6.2, approximately 5.6 in relation to progression of other colors on the scale. The sample was identified as stormwater, more specifically a recent snowstorm."
,Site 660,2021-02-21,36.973025,-121.982568,Tap Water,7.2,0,0,300,0,120,
,Site 659,2021-02-21,37.089,-121.9738,Lake,8.4,20,0.5,150,2,300,"murky, smelly water, with sticky mud around area"
,Site 658,2021-02-21,36.9563,-121.9781,Runoff,8.4,0,0.5,300,0,0,murky smelly polluted
,Site 657,2021-02-21,36.965313,-121.994897,Runoff,7.8,,0,300,1,80,"near ocean, murky"
,Site 656,2021-02-21,36.972086,-121.905484,Stream,8.4,0,0,300,0,300,
,Site 655,2021-02-21,36.976771,-121.950347,Tap Water,8.4,0,0,150,0,300,
,Site 654,2021-02-21,36.978355,-121.946679,Tap Water,7.8,0,0,150,0,300,
,Site 653,2021-02-21,36.975083,-121.946262,Tap Water,7.2,0,0,150,0,300,
,Site 652,2021-02-21,41.596488,-73.017813,Tap Water,6.8,0,0,25,0,0,
,Site 651,2021-02-21,41.8,-73.1,Tap Water,6.8,20,0,300,0,180,
,Site 400,2021-02-19,41.918011,-73.052554,Rainwater,6.2,0,0,0,0,40,Water was clean and from freshly fallen snow.
,Site 663,2021-02-19,41.918011,-73.052554,Rainwater,6.2,0,0,0,0,40,Water was clean and from freshly fallen snow.
,Site 674,2021-02-18,41.78552,-73.075945,Tap Water,6.8,0,0,0,0,120,
,Site 175,2021-02-18,36.960151,-121.970783,Tap Water,7.2,0,0,150,0,120,
,Site 366,2021-02-18,41.039739,-73.548791,Tap Water,6.8,0,0,75,0,80,
,Site 380,2021-02-18,41.747142,-72.696688,Stormwater,7.2,0,1,150,0,80,I noticed the water was very dirty and had dark particle spots in it.
,Site 382,2021-02-18,41.752733,-72.711452,Tap Water,6.2,0,0.5,25,0,80,
,Site 383,2021-02-18,41.78552,-73.075945,Tap Water,6.8,0,0,0,0,120,
,Site 395,2021-02-18,41.813985,-73.111981,Tap Water,6.2,0,0,75,1,40,I was surprised at how acidic the water I drink is but in reality its really no big deal.
,Site 398,2021-02-18,41.899114,-72.979225,Rainwater,6.2,0,0,0,0,40,The nitrite and nitrate both changed color but are not the same colors as the freshwater comparison chart.
,Site 399,2021-02-18,41.913906,-72.842047,Tap Water,6.8,20,0,300,0,80,tap water from a well.
,Site 401,2021-02-18,41.919282,-73.069596,Tap Water,6.2,0,0,0,0,0,
,Site 402,2021-02-18,41.925623,-73.054134,River,6.2,0,0.5,75,0,0,I took this sample from a river down the street called the Still River and this water source has been known to be dirty with an old factory that used to work right next to it.
,Site 406,2021-02-18,41.956201,-73.361337,Tap Water,7.8,0,0,150,0,180,"I'm testing the water from my well because I've done work on the house and seen pipes and it seems the water is very hard. It also tastes bad and requires the use of a filter. I'm interested to see how the water in my home is because I often fish in the closest freshwater and read available data on the quality of that river frequently, so I already have a fairly good idea of that."
,Site 407,2021-02-18,41.959147,-73.366516,Tap Water,7.2,20,0,0,0,300,
,Site 675,2021-02-18,41.959147,-73.366516,Tap Water,7.2,20,0,0,0,300,
,Site 673,2021-02-18,41.747142,-72.696688,Stormwater,7.2,0,1,150,0,80,I noticed the water was very dirty and had dark particle spots in it.
,Site 672,2021-02-18,41.925623,-73.054134,River,6.2,0,0.5,75,0,0,I took this sample from a river down the street called the Still River and this water source has been known to be dirty with an old factory that used to work right next to it.
,Site 671,2021-02-18,41.752733,-72.711452,Tap Water,6.2,0,0.5,25,0,80,
,Site 670,2021-02-18,41.039739,-73.548791,Tap Water,6.8,0,0,75,0,80,
,Site 669,2021-02-18,36.960151,-121.970783,Tap Water,7.2,0,0,150,0,120,
,Site 668,2021-02-18,41.913906,-72.842047,Tap Water,6.8,20,0,300,0,80,tap water from a well.
,Site 667,2021-02-18,41.956201,-73.361337,Tap Water,7.8,0,0,150,0,180,"I'm testing the water from my well because I've done work on the house and seen pipes and it seems the water is very hard. It also tastes bad and requires the use of a filter. I'm interested to see how the water in my home is because I often fish in the closest freshwater and read available data on the quality of that river frequently, so I already have a fairly good idea of that."
,Site 666,2021-02-18,41.899114,-72.979225,Rainwater,6.2,0,0,0,0,40,The nitrite and nitrate both changed color but are not the same colors as the freshwater comparison chart.
,Site 665,2021-02-18,41.919282,-73.069596,Tap Water,6.2,0,0,0,0,0,
,Site 664,2021-02-18,41.813985,-73.111981,Tap Water,6.2,0,0,75,1,40,I was surprised at how acidic the water I drink is but in reality its really no big deal.
,Site 177,2021-02-17,36.961139,-121.98391,Pond,8.4,0,0,300,0,120,
,Site 179,2021-02-17,36.962622,-121.996775,Pond,6.2,0,0,75,0,80,
,Site 242,2021-02-17,36.993891,-121.959039,Stream,7.8,0,0,300,0,180,
,Site 250,2021-02-17,36.999595,-121.957638,Runoff,7.8,0,0,300,0,180,
,Site 372,2021-02-17,41.432206,-73.225938,Tap Water,6.8,0,0,150,0.5,80,
,Site 379,2021-02-17,41.72872,-73.248898,Tap Water,6.8,0,0,300,0,80,N/A
,Site 381,2021-02-17,41.751634,-73.511073,Tap Water,6.2,0,0,0,0,0,pH is lighter than 6.2
,Site 384,2021-02-17,41.787251,-72.942559,Well,7.2,0,0,0,0,120,
,Site 386,2021-02-17,41.793331,-73.124356,Rainwater,6.2,0,0,0,0,0,
,Site 387,2021-02-17,41.793336,-73.124334,Rainwater,6.2,0,0,0,0,0,
,Site 394,2021-02-17,41.810088,-72.928413,Tap Water,6.2,0,0,0,0,40,
,Site 403,2021-02-17,41.930909,-73.38328,Tap Water,8.4,0,0,300,0,180,
,Site 388,2021-02-16,41.8,-73.1,Tap Water,6.8,20,0,300,0,180,
,Site 166,2021-02-16,36.93,-121.816,Pond,6.8,0,0,75,0,80,
,Site 166,2021-02-16,36.93,-121.816,Pond,6.8,20,0,300,2,80,Pool Water
,Site 166,2021-02-16,36.93,-121.816,Pond,7.8,0,0,25,0,120,
,Site 166,2021-02-16,36.93,-121.816,Tap Water,6.2,0,0,0,0,0,
,Site 199,2021-02-16,36.97601,-121.982579,Stream,7.8,0,0,300,0,180,
,Site 202,2021-02-16,36.977242,-122.045494,Pond,6.2,160,5,75,0,300,
,Site 204,2021-02-16,36.97763,-121.9618,Pond,7.2,0,0.5,150,1,120,
,Site 245,2021-02-16,36.9957,-121.962703,Pond,7.8,0,0,75,0,180,This water source is my home fish pond which has four fish in it and is fully sustainable. On a sunny and clear day you can see the dim outline of rocks at the bottom of the pond which is 4 feet deep.
,Site 246,2021-02-16,36.995725,-121.962509,Tap Water,7.8,0,0,150,0,120,This water source is my home tap. The water seems clear but has micro particles reflecting the light in the water.
,Site 247,2021-02-16,36.995734,-121.962648,Pond,7.2,20,0,300,1,120,"The pool water has a turquoise, clear look. In the winter time my family doesn’t chlorinate the water as heavily because it is not in heavy use."
,Site 248,2021-02-16,36.995771,-121.962508,Tap Water,7.2,0,0,150,0,120,The toilet at my house always seems to have clear water.
,Site 251,2021-02-16,37.005396,-121.975281,Tap Water,6.8,0,0,300,0,120,
,Site 371,2021-02-16,41.406438,-73.110977,Tap Water,6.2,0,0,0,0,0,
,Site 378,2021-02-16,41.71371,-72.979062,Rainwater,6.2,0,0,0,0,80,"The snow took much longer to melt than I expected, which was about an hour. When it finally did, there were particles in the water that were previously trapped in the snow, and those other substances affected what appeared on the test strip."
,Site 385,2021-02-16,41.790108,-72.890664,Rainwater,6.2,0,0,0,0,0,"A few speckles of dirt, but mostly pure, white snow"
,Site 405,2021-02-16,41.942437,-72.900443,Well,6.2,0,0,25,0,40,well water also has a radon filtration system connected. the pH level looks more between 6.2 and 6.8 and alkaline value betwen 0 to 40.
,Site 244,2021-02-15,36.99491,-121.960623,Rainwater,6.8,0,0,0,0,80,N/A
,Site 391,2021-02-15,41.808703,-73.068241,Well,6.2,0,0,75,0,80,water was crystal clear and had no odor
,Site 156,2021-02-15,34.927288,-120.454224,Tap Water,6.2,20,0,75,0,80,
,Site 171,2021-02-15,36.956524,-121.977641,Lake,6.8,0,0,300,0,40,
,Site 176,2021-02-15,36.960359,-121.98429,Lake,7.2,0,0,300,0,80,
,Site 178,2021-02-15,36.96166,-122.03168,Pond,8.4,20,0.5,300,0.5,180,
,Site 180,2021-02-15,36.96406,-121.973791,Tap Water,7.2,0,0,300,0,120,
,Site 183,2021-02-15,36.967905,-121.816836,Lake,6.2,0,0,75,0,80,Freedom lake California
,Site 184,2021-02-15,36.97,-121.95,Stream,6.2,0,1,75,0,40,Soquel Creek Water
,Site 185,2021-02-15,36.97141,-121.97069,Runoff,6.2,0,1,25,0,40,
,Site 185,2021-02-15,36.97141,-121.97069,Tap Water,7.2,0,0.5,300,0,120,
,Site 188,2021-02-15,36.972146,-121.952791,River,8.4,20,0.5,300,0,300,
,Site 192,2021-02-15,36.972895,-121.904687,Stream,8.4,0,0,150,0,300,Very moist with a lot of trees protecting the creek. A brown color due to all of the mud and dirt mixed with the water. A lot of greenery and water flows very slowly.
,Site 195,2021-02-15,36.973702,-121.900015,Rainwater,6.2,40,1,75,0,0,"The puddle looked dark gray, dark"
,Site 200,2021-02-15,36.976025,-122.045623,Lake,7.8,20,0,300,0.5,180,
,Site 205,2021-02-15,36.977951,-121.951499,Stream,7.8,20,1,300,0,180,
,Site 207,2021-02-15,36.978663,-121.938345,Runoff,7.8,0,0,150,0,40,
,Site 208,2021-02-15,36.98,-121.927,Rainwater,6.8,0,0.5,150,0,80,"When it rained, the track of Cabrillo college had many puddles on it."
,Site 209,2021-02-15,36.98014,-121.943287,Tap Water,6.8,0,0,0,0,180,My  sinks tapwater
,Site 210,2021-02-15,36.98042,-121.756452,Pond,7.8,0,0,300,0,180,
,Site 213,2021-02-15,36.982539,-121.901338,Stream,6.8,0,0,150,0,80,Mangles creek Nisene Marks state park California
,Site 214,2021-02-15,36.983133,-121.949246,Rainwater,6.2,0,1,150,0,40,
,Site 218,2021-02-15,36.98354,-121.98048,Tap Water,6.8,0,0,150,0,180,
,Site 219,2021-02-15,36.984,-121.98341,Stream,6.8,20,0.5,75,0,80,
,Site 220,2021-02-15,36.98534,-121.954733,Stream,8.4,0,0,300,0,180,Very mossy and full of vegetation and animals such as ducks and crows. Water is full of rocks and the creek moves flows fast.
,Site 222,2021-02-15,36.986474,-121.955394,Stream,7.8,20,0,300,0.5,180,
,Site 223,2021-02-15,36.986486,-121.955302,Stream,8.4,0,0,300,0,300,
,Site 228,2021-02-15,36.98779,-121.974825,Tap Water,6.8,0,0,150,0,120,
,Site 229,2021-02-15,36.987856,-121.932607,Tap Water,7.8,0,0,300,0,180,"Water tastes like metal and thick. The fountain it comes out of is very rusty, dirty, and clogged so not much comes out."
,Site 231,2021-02-15,36.98814,-121.975395,Rainwater,7.2,0,0,150,0,80,in between the sidewalk and street
,Site 232,2021-02-15,36.988155,-121.934289,Tap Water,8.4,0,0,300,0,180,The water is clear and tastes thick and bitter. Cleans the dishes very well :)
,Site 234,2021-02-15,36.99,-121.97,River,6.2,0,0.5,75,0,80,A small river flows through a forest near my house on North Rodeo Gulch Rd
,Site 234,2021-02-15,36.99,-121.97,Tap Water,6.8,80,1,150,0,120,Just Tap Water in a glass
,Site 240,2021-02-15,36.992788,-121.952474,Tap Water,6.8,0,0,75,0,300,None
,Site 243,2021-02-15,36.994696,-121.952088,Tap Water,6.8,0,0,0,0,80,None
,Site 243,2021-02-15,36.994696,-121.952088,Tap Water,6.8,200,10,150,0,120,Water from my hottub
,Site 243,2021-02-15,36.994696,-121.952088,Tap Water,6.2,0,0,0,0,0,no
,Site 252,2021-02-15,37.007655,-121.936935,Stream,8.4,0,0.5,300,0,0,
,Site 259,2021-02-15,37.028296,-121.947965,Well,6.2,20,0,150,0,80,
,Site 259,2021-02-15,37.028296,-121.947965,River,7.2,20,0,300,0.5,180,
,Site 377,2021-02-15,41.69709,-72.910551,Tap Water,6.2,20,3,25,0,80,
,Site 397,2021-02-15,41.871516,-73.002969,Tap Water,6.2,0,0,0,0,40,
,Site 197,2021-02-14,36.97409,-121.997851,River,7.2,0,0,300,0.5,120,
,Site 212,2021-02-14,36.982113,-121.943067,Tap Water,8.4,0,0,300,0,180,
,Site 235,2021-02-14,36.990613,-121.933385,Tap Water,8.4,0,0,300,0,300,
,Site 265,2021-02-14,37.034222,-121.93509,Rainwater,7.8,20,0.5,0,0,80,my cat drank out of this. (bird fountain)
,Site 167,2021-02-13,36.93496,-121.842784,Tap Water,7.2,0,0,150,0,180,
,Site 168,2021-02-13,36.94161,-121.812761,Stream,7.8,20,0,300,1,180,
,Site 169,2021-02-13,36.948524,-121.850145,Tap Water,8.4,0,0,0,0,300,
,Site 211,2021-02-13,36.982068,-121.949733,Tap Water,6.8,0,0,300,0,180,
,Site 221,2021-02-13,36.98631,-121.936951,Rainwater,6.8,0,0,75,0,80,The water was yellow and had some dirt floating around in it.
,Site 224,2021-02-13,36.986587,-121.955282,River,7.8,20,0,300,0,300,
,Site 237,2021-02-13,36.990987,-121.955903,Stream,6.8,0,0,300,0,120,
,Site 254,2021-02-13,37.018292,-121.935512,Rainwater,6.8,0,0,75,0,80,
,Site 261,2021-02-13,37.031054,-121.934267,Tap Water,8.4,0,0,0,0,300,
,Site 369,2021-02-13,41.328897,-73.902495,Tap Water,6.8,0,0,75,0,40,
,Site 390,2021-02-13,41.806625,-73.116651,Tap Water,6.8,0,0,25,0.5,0,
,Site 221,2021-02-12,36.98631,-121.936951,Stream,6.2,0,0,0,0,0,This is from a large water bottle in my house. The brand is Arrow Head and the water comes from a fresh spring so I think that is a stream.
,Site 221,2021-02-12,36.98631,-121.936951,Tap Water,7.2,0,0,300,0,180,"Filtered tap water, it has hard white stuff around it."
,Site 221,2021-02-12,36.98631,-121.936951,Tap Water,7.8,0,0,300,0,180,water from my sink; has hard white stuff around the sink.
,Site 165,2021-02-12,36.920441,-121.777407,Lake,6.8,0,0,150,0,80,The Watsonville slough
,Site 203,2021-02-12,36.977278,-121.950888,Tap Water,7.2,0,0,300,1,120,
,Site 215,2021-02-12,36.983144,-121.949237,Tap Water,8.4,0,0,25,0,40,
,Site 216,2021-02-12,36.983215,-121.949228,Tap Water,6.2,0,0,0,0,0,The type of water I tested was drinking water filtered by filters
,Site 217,2021-02-12,36.98322,-121.949255,Stormwater,6.2,0,0,25,0,0,The type of water I tested was  puddle water.
,Site 225,2021-02-12,36.98671,-121.954966,Tap Water,7.8,0,0,300,1,300,
,Site 389,2021-02-12,41.80501,-73.078023,Rainwater,6.2,20,0,300,0,40,No observations but just wanted to note that the sample I took was actually snow that I had allowed to melt inside.
,Site 389,2021-02-12,41.80501,-73.078023,Rainwater,6.2,20,0,300,0,40,No observations but just wanted to note that the sample I took was actually snow that I had allowed to melt inside.
,Site 173,2021-02-11,36.959609,-121.770597,Lake,7.2,0,0.5,150,0,120,Water taken near a doc that went out into the water. Pinto lake is surrounded by agriculture. The sample was taken on 2/11/2021.
,Site 187,2021-02-11,36.972139,-121.959901,Stormwater,6.2,20,0.5,25,0,0,
,Site 189,2021-02-11,36.972278,-121.960405,Tap Water,7.8,0,0,300,0,180,
,Site 194,2021-02-11,36.973695,-121.959697,Well,6.2,0,0,0,0,0,
,Site 236,2021-02-10,36.990886,-121.92868,Runoff,6.8,0,0,150,0,120,
,Site 238,2021-02-10,36.991164,-121.955806,Stream,7.2,0,0,300,0,180,
,Site 239,2021-02-10,36.991603,-121.907463,Stream,7.8,0,0,300,0,180,
,Site 392,2021-02-10,41.809885,-73.137711,Rainwater,6.2,0,0,0,0,0,When looking at the hardness and pH they were both lighter than the first color option provided (below zero and below 6.2)
,Site 404,2021-02-10,41.932814,-73.055322,Stormwater,6.2,0,0,300,0,40,Most of them stayed the same; at first the hardness was very soft 25ppm but then drastically changed to very hard 300ppm.
,Site 236,2021-02-09,36.990886,-121.92868,Runoff,6.8,0,0,150,0,120,
,Site 238,2021-02-09,36.991164,-121.955806,Stream,7.2,0,0,300,0,180,
,Site 239,2021-02-09,36.991603,-121.907463,Stream,7.2,0,0,300,0,180,
,Site 233,2021-02-09,36.989827,-121.944621,Tap Water,7.8,0,0,300,0,300,
,Site 261,2021-02-08,37.031054,-121.934267,Tap Water,8.4,0,0,0,0,300,
,Site 241,2021-02-08,36.993228,-121.95209,Tap Water,7.2,0,0,0,0,180,"It is tap water from a house, it is very filtered and the water comes from Soquel Creek"
,Site 249,2021-02-08,36.996547,-121.925751,Tap Water,7.8,0,0,150,0,180,
,Site 373,2021-02-08,41.495505,-72.118125,Tap Water,6.8,0,0,75,0,80,not filtered externally
,Site 373,2021-02-08,41.495505,-72.118125,Tap Water,6.2,0,0,75,0,80,"no outside filter used, small white specs in water"
,Site 226,2021-02-06,36.986834,-121.932039,Rainwater,6.2,0,0,25,0,0,it was dirty and had a yellow/green color to it... could have been the bucket that collected it however.
,Site 227,2021-02-06,36.986876,-121.932016,Well,8.4,0,0,0,0,0,
,Site 230,2021-02-06,36.988014,-121.946747,Stream,7.2,0,0,300,0,300,Clear with specs
,Site 230,2021-02-06,36.988014,-121.946747,Tap Water,6.8,0,0,0,0,180,Clear
,Site 230,2021-02-06,36.988014,-121.946747,Tap Water,6.8,0,0,0,0,180,Clear
,Site 255,2021-02-06,37.01931,-121.884829,Stream,8.4,0,0,300,0,180,the water was cold and clear... it was also shallow.
,Site 164,2021-02-04,36.91366,-121.774513,Tap Water,8.4,20,0,300,0,300,
,Site 101,2021-01-29,12.921114,77.693422,Pond,6.8,0,0,25,4,0,
,Site 119,2021-01-29,31.505477,-97.31532,Well,7.8,0,0,75,6,40,
,Site 120,2021-01-29,32.324029,-81.581578,Well,7.8,0,0,300,4,40,
,Site 121,2021-01-29,32.362925,-81.538405,Well,7.8,0,0,300,4,40,"""this is well water
"""
,Site 126,2021-01-29,32.732545,-96.450189,Pond,7.8,40,10,75,4,0,
,Site 127,2021-01-29,32.732548,-96.4502,Pond,7.8,0,5,150,4,40,
,Site 134,2021-01-29,34.048997,-118.463744,Tap Water,6.8,0,0,25,4,0,
,Site 286,2021-01-29,37.425936,-122.163699,Well,7.8,20,0.5,75,0,120,
,Site 287,2021-01-29,37.425943,-122.163706,Stream,7.2,0,10,75,6,0,
,Site 302,2021-01-29,39.000003,-77.07875,Tap Water,7.8,0,10,25,4,0,hhmi
,Site 302,2021-01-29,39.000003,-77.07875,Tap Water,7.8,0,10,25,4,0,hhmi
,Site 302,2021-01-29,39.000003,-77.07875,Tap Water,7.2,0,0,300,4,0,
,Site 302,2021-01-29,39.000003,-77.07875,Tap Water,7.8,0,0,300,4,0,
,Site 303,2021-01-29,39.297663,-76.640088,Tap Water,7.2,0,0,75,4,0,School faucet
,Site 304,2021-01-29,39.297684,-76.640085,Tap Water,7.8,0,0,300,4,40,school faucet sci lab
,Site 323,2021-01-29,39.660668,-78.187016,Tap Water,7.8,0,3,75,4,40,
,Site 324,2021-01-29,39.980573,-83.06761,Lake,7.2,0,0,300,6,40,Water was collected from a quarry.
,Site 367,2021-01-29,41.05343,-73.538734,Well,7.8,0,0,75,1,40,
,Site 408,2021-01-29,41.979073,-71.324529,Tap Water,6.2,0,0,300,4,0,
,Site 432,2021-01-29,61.19212,-149.931438,Stream,7.8,20,1,0,0.5,40,
,Site 159,2021-01-03,35.4897,-85.0135,Stream,6.2,0,0,25,1,40,"Water collected from Richland Creek beneath the suspension bridge at Swinging Bridge Park, Dayton. Water was high and choppy."
,Site 157,2020-12-21,35.01088,-85.23169,Tap Water,7.8,0,0,150,0,40,
,Site 158,2020-12-21,35.01254,-85.22966,Pond,6.2,0,0,25,0,40,"This is a rain garden on school grounds, adjacent to a major city road and several medical buildings."
,Site 301,2020-12-16,38.925148,-104.817819,Tap Water,6.2,0,0,25,0,40,
,Site 136,2020-12-04,34.091673,-81.326823,Well,6.2,0,0,0,0,0,
,Site 137,2020-12-04,34.10628,-81.367127,Well,6.8,0,0,300,0,300,
,Site 138,2020-12-04,34.11885,-81.399704,Lake,7.8,20,3,75,4,300,murky
,Site 140,2020-12-04,34.167375,-81.339944,Tap Water,7.2,0,0,300,4,0,"yellow with black specks, came from sink that is not used frequently"
,Site 140,2020-12-04,34.167375,-81.339944,Tap Water,6.2,0,0,300,4,0,"yellow, has specks in it, came from sink that is not used frequently"
,Site 140,2020-12-04,34.167375,-81.339944,Tap Water,7.8,0,0,75,0,40,"it's yellow and translucent, this water is from a sink that is not used frequently"
,Site 140,2020-12-04,34.167375,-81.339944,Tap Water,7.8,0,0,75,0,40,smells bad
,Site 140,2020-12-04,34.167375,-81.339944,Tap Water,7.8,20,0,25,4,0,
,Site 140,2020-12-04,34.167375,-81.339944,Tap Water,7.2,0,10,25,0,0,clear
,Site 163,2020-12-04,36.868955,-94.367996,Tap Water,6.2,80,0,300,4,80,Misha SciStarter
,Site 163,2020-12-04,36.868955,-94.367996,Tap Water,6.8,40,0,300,6,120,Misha SciStarter
,Site 163,2020-12-04,36.868955,-94.367996,Tap Water,7.8,0,0,25,4,0,misha SciStarter
