Start Time,End Time,Air Temperature,Wind,Precipitation During Visit,Precipitation in the last 48 hours,The temperature the last 48 hours has been,Species,Call Intensity,Observation Notes,City,County,State,Characterize Land Use,Site Habitat,Wetland Origin,Water Presence,Water Source,Description,Directions To Site,Status,Station Name,Observation Date,Latitude,Longitude
08:45 pm,08:48 pm,18.33,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Bentleyville ,Cuyahoga,Ohio,Suburban,Pond,Natural,Permanent,Precipitation or Runoff,Pond along apt,Park at sledding hill and take apt south east into woods. pond on right side of trail,,Dragonfly Pond,2019-04-17,41.421834,-81.416761
08:08 pm,08:11 pm,18.89,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,Akron,Summit,Ohio,Suburban,Wet Meadow,Natural,Not Known,Not Known,,,,Dead end of Connecticut Road,2019-04-17,40.9988,-81.4346
08:31 pm,08:34 pm,12.22,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Clark,Union,New Jersey,,Swamp or Woodland Swamp,Natural,Temporary Some Years,Groundwater,"Edge of woodland swamp also contains dittches, small areas of phragmites, grassy power line corridoor ",walk along paved paths thrrough park then to grassy area and then to uncleard grassy areas at edge of Park ,,"SW corner of Oak Ridge Park, Clark",2019-04-17,40.605791,-74.353473
08:38 pm,08:41 pm,18.33,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Bentleyville,Cuyahoga,Ohio,Suburban,Freshwater Marsh,Natural,Temporary Some Years,Precipitation or Runoff,"A small, vernal pool that typically retains water for most of the year. It is fed by precipitation and dominated by soft-stem vegetation. ","Enter the driveway to Look About Lodge in South Chagrin Reservation (37374 Miles Rd, Bentleyville, OH 44022) and park in the lot.  Begin walking back up the driveway and wetland will be on west side of the drive, near Miles Road, adjacent to the driveway and walking trail.",,Look About Lodge Driveway,2019-04-17,41.42456,-81.42227
08:11 pm,08:14 pm,12.22,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),2 - Calls of individuals can be distinguished but there is some overlapping of calls,calls coming from teh extenive phragmites beds in the mid-distance,Clark,Union,New Jersey,Suburban,Freshwater Marsh,Natural,Permanent,Groundwater,"Woodwd fringe of marshy expanse, Site is under trees next to a drainage ditch",Walk along paved paths in Oak Ridge park,,NW corner of Oak Ridge Park,2019-04-17,40.610058,-74.345425
08:21 pm,08:24 pm,18.33,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Moreland Hills,Cuyahoga,Ohio,Park,Swamp or Woodland Swamp,Natural,Temporary Some Years,Precipitation or Runoff,A wetland in the forest which retains precipitation and possibly groundwater. It is above the floodplain.,"From look about lodge, head to the Look About Lodge loop trail and head west.  Adjacent to the trail look for the largest surface water wetland swamp, about 1/5 miles south of Miles Road. Location is near intersection with Bridle Trail",,Look About lodge Loop ,2019-04-17,41.42447,-81.4258
09:05 pm,09:08 pm,21.67,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,None,No Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Noblesville,Hamilton,Indiana,Rural,Swamp or Woodland Swamp,Natural,Not Known,Stream or River,,Located in Teter Retreat,,Teter Retreat #2,2019-04-17,40.1131,-85.9723
09:15 pm,09:18 pm,4.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,Frogs seen in and around brackish pools ,Bar Harbor,Hancock,Maine,National Park,Vernal Pool,Natural,Temporary Every Year,Precipitation or Runoff,Vernal Pools in on the rocks of  Otter Point. Salinity varies - brackish. ,,,Otter Point Vernal Pools,2019-04-17,44.307689,-68.193351
08:18 pm,08:21 pm,16.11,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,Bugs Geese Bats,Germantown,Montgomergy,Maryland,Rural,Pond,Natural,Permanent,Precipitation or Runoff,Well established (ca.1950) farm pond surrounded by open forest and field.  On Izaac Walton - Rocville Chapter grounds on eastern side of Great Seneca Creek. ,Several hundred yards upstream of Clooper Road (MD 117) up gated road  just east of the Great Seeca Creek Bridge.,,IWLA-R02,2019-04-17,39.1559,-77.2482
07:55 pm,06:58 pm,10.56,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Old Lyme,New London,Connecticut,Suburban,Pond,Natural,Permanent,Stream or River,Somewhat silted in pond,Pond off of Sawmill Brook,,Rowland Rd,2019-04-17,41.31495,-72.29012
08:30 pm,09:00 pm,18.89,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper (Subspecies - Southern),"3 - Full chorus, calls are constant, continuous and overlapping",,Dahlonega,Lumpkin,Georgia,Rural,Lake,Human-made,Permanent,Lake,"Edge of the lake, small inlet ",,,Reservoir,2019-04-17,34.549306,-83.970959
08:31 pm,08:34 pm,11.11,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Summit,Union,New Jersey,Suburban,Pond,Human-made,Permanent,Stream or River,,,,Briant Park,2019-04-17,40.715539,-74.33318
11:15 pm,11:18 pm,18.33,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Cuyahoga Falls,Summit,Ohio,Suburban,Swamp or Woodland Swamp,Not Known,Permanent,Pond,"7 Acres recently (last 20 years) surrounded by development.  Combination of pasture, wetlands, and oak and pine trees.",,,Csipke Property,2019-04-17,41.1619,-81.5356
09:32 pm,09:35 pm,16.11,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,"distant peepers, 1 toad",Berea,Cuyahoga,Ohio,County Park,Freshwater Marsh,Natural,Permanent,,"Emergent vegitation (phragmites, cattail) dominate the boarder of this natural lake. Part of the Rocky River East Branch, this site is upstream of the Water Treatment Plant.",Observation towers is located directly accross from Wallace Lake Parking lot.,,Baldwin Lake Observation Tower,2019-04-16,41.36007,-81.85706
09:50 pm,09:53 pm,18.33,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Syracuse,Kosciusko,Indiana,Suburban,Bog or Fen,,Permanent,Precipitation or Runoff,1.48 acres of Freshwater Emergent Wetland,"Corner of Chicago St & S Harkless Drive, Syracuse, IN  46567",,Duckblind,2019-04-16,41.418285,-85.74091
09:07 pm,09:10 pm,16.11,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Charlottesville,Albemarle,Virginia,Suburban,Pond,Human-made,Permanent,Precipitation or Runoff,Runoff pond in a community subdivision,30 ft Northeast of the cul-de-sac on BethPage Ct,,Dunlora Forest Pond,2019-04-16,38.058111,-78.45839
09:23 pm,09:26 pm,15.56,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,,Spring Peeper (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,,Charlottesville,Albemarle,Virginia,Suburban,Ditch,Artifically Altered,Permanent,Precipitation or Runoff,Permanently flooded wooded ditch between Towne Lane and man-made pond,Behind 1069 Towne Lane at the bottom of the ravine,,Towne Lane South Ditch,2019-04-16,38.054541,-78.463008
09:08 pm,09:11 pm,16.67,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Strongsville,Cuyahoga,Ohio,,Wet Meadow,Not Known,Temporary Some Years,Precipitation or Runoff,,off of Valley Parkway between Albion & Pearl Roads,,Bonnie Park,2019-04-16,41.3339,-81.8339
08:57 pm,09:00 pm,17.22,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Akron,Summit,Ohio,,Freshwater Marsh,Natural,Temporary Some Years,Stream or River,,"Drive to Firestone Metro Park, Coventry Oaks Area, 40 Axline Ave., Akron, OH. After entering park off of Axline Ave., park in first lot on the right.  Take trail east down towards Tuscarawas River.  Turn right at dead end.  Walk to southern end of boardwa",,Firestone Lonesome Pond,2019-04-16,41.0146,-81.5186
08:57 pm,09:00 pm,17.22,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Akron,Summit,Ohio,,Freshwater Marsh,Natural,Temporary Some Years,Stream or River,,"Drive to Firestone Metro Park, Coventry Oaks Area, 40 Axline Ave., Akron, OH. After entering park off of Axline Ave., park in first lot on the right.  Take trail east down towards Tuscarawas River.  Turn right at dead end.  Walk to southern end of boardwa",,Firestone Lonesome Pond,2019-04-16,41.0146,-81.5186
08:50 pm,08:53 pm,18.89,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,Diane and Debora,Watkinsville,Oconee,Georgia,Suburban,Freshwater Marsh,Human-made,Permanent,Stream or River,year round freshwater marsh created by man made dam,Intersection of SR 53 and VFW Drive,,Harris Shoals Park,2019-04-16,33.870416,-83.420563
08:40 pm,08:43 pm,20,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,Peninsula,Summit,Ohio,Rural,Freshwater Marsh,Formed by a Beaver Dam,Permanent,Precipitation or Runoff,,,,CUVA: Beaver Marsh,2019-04-16,41.187918,-81.579789
08:48 pm,08:51 pm,19.44,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Edinburgh,Johnson,Indiana,Rural,Swamp or Woodland Swamp,Artifically Altered,Temporary Some Years,Precipitation or Runoff,"Wooded area, usually flooded.  Recieves water from runoff and flooding","From US 31, west on Hospital Rd.(800 S) to Mauxferry Rd. (across from the water tower, north on Mauxferry to North St.?Pisgah Rd., east to just before the bridge, there is a pull off on the right.",,Old Bridge  site #2948,2019-04-16,39.380477,-86.002201
09:05 pm,09:08 pm,18.33,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Edinburgh,Johnson,Indiana,,Ditch,Artifically Altered,Temporary Some Years,Precipitation or Runoff,There are ditches on both sides of the road.  The one on the west side has a few pools.,"From the Johnson County Park office,  go west to the gate to the Scout camp.  Just before the gate, go left a short distance.  There is a sign for the trail.",,Johnson County Park Wetland Trailhead  site #5487,2019-04-16,39.37834,-86.051344
09:12 pm,09:15 pm,17.78,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Edinburgh,Johnson,Indiana,,,Human-made,Permanent,Not Known,This pond was built in 2005 for equestrian eventing at Johnson County Park.  It has a rubber liner and gravel bottom.  It is filled from a fire hydrant.  It also gets some runoff from the surrounding area.,"From Johnson County Park office,west to first intersection.  Pond is on right.",,Horse Pond site #4751,2019-04-16,39.379307,-86.04906
09:19 pm,09:22 pm,17.22,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Edinburgh,Johnson,Indiana,Rural,Vernal Pool,Natural,Temporary Every Year,Precipitation or Runoff,"This area has several small vernal pools.  Originally there were pools deep enough to hold water all summer, but over the years the area has been increasingly drier.  The cat tails, irises and other water plants have disappeared.  ","US 31 to 252, west to Airport Rd./200 E., south to Stone Arch Rd., south to650 S., east to the last utility pole before a clump of trees meets the road.  There are several pools between the 3rd to the last and last utility pole.",,Atterbury Roadside #2746,2019-04-16,39.38156,-86.056606
09:26 pm,09:29 pm,17.22,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Nineveh,Johnson,Indiana,Rural,Freshwater Marsh,Artifically Altered,Permanent,Precipitation or Runoff,This is a marshy area in Atterbury Fish and Wildlife Area,"US31 west on 252 to Airport Rd./200E, south to Stone Arch Rd., south to 650 S., east to small bridge.",,Teal Marsh  site #2745,2019-04-16,39.381168,-86.065522
08:57 pm,09:00 pm,17.78,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,South Bend,St Joseph ,Indiana,Rural,Marsh,Natural,Temporary Some Years,Groundwater,approximately 2 acre section of marsh,"SW corner property, center of property, Ireland and Myrtle Roads, St Joseph County IN, SW of South Bend, IN",,Patty Fowler,2019-04-16,41.624398,-86.310453
08:57 pm,09:00 pm,15.56,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Hinckley township,Medina,Ohio,Cleveland Metroparks property,Swamp or Woodland Swamp,Natural,Temporary Every Year,Stream or River,"Forest on one side, tributary to Hinckley lake on the other. This is a wetland mosaic that dries in the summer and is typically brimming with amphibians in the spring. It may occasionally take water later in the year as stream floods.","Just south of Whipps ledges driveway, there is an unpaved trail. Follow unpaved trail southeast, wetland is right along trail.",,Hinckley Wetlands,2019-04-16,41.217822,-81.704767
09:33 pm,09:36 pm,16.67,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,North Royalton,Cuyahoga,Ohio,Suburban,Pond,Human-made,Permanent,Precipitation or Runoff,Cleveland Metroparks site began construction in 2014,On the Northeast corner of York road and the Valley Parkway in North Royalton,,Aukerman Park,2019-04-16,41.30447,-81.75314
08:36 pm,08:39 pm,16.67,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Twinsburg Twp,Summit,Ohio,established created wetland; park,Vernal Pool,Human-made,Temporary Some Years,Precipitation or Runoff,[AZA - no date_registered; assumed 2010],,,Liberty Park Dragonfly Pool #7165,2019-04-16,41.1857,-81.2452
08:36 pm,08:39 pm,16.67,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Twinsburg Twp,Summit,Ohio,established created wetland; park,Vernal Pool,Human-made,Temporary Some Years,Precipitation or Runoff,[AZA - no date_registered; assumed 2010],,,Liberty Park Dragonfly Pool #7165,2019-04-16,41.1857,-81.2452
08:43 pm,08:46 pm,17.22,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,Towson,Baltimore,Maryland,Suburban,Freshwater Marsh,Natural,Permanent,Stream or River,,,,Lake Roland - North of L'Hirondelle bridge,2019-04-16,39.394501,-76.647298
08:27 pm,08:30 pm,17.22,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,,Baltimore,Maryland,Suburban,Freshwater Marsh,Not Known,Permanent,Stream or River,,,,Lake Roland,2019-04-16,39.393357,-76.646183
11:53 pm,11:56 pm,6.67,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",Wood frogs are silent; SPring peepers still going strong.,Lake Orion,Oakland,Michigan,Suburban,Swamp or Woodland Swamp,Natural,Permanent,Groundwater,Site is wooded and contains low brush.  Water level drops through the summer.  There is a permanent pond about 600 feet into the swamp.  Pond is only accessible in extremely dry years or during winter.  Area is a designated wetland on township maps. [AZA - show duplicate and merge in FS],Located about 1000 feet behind house at 3315 Indianwood Rd. Lake Orion MI 48362,,Indianwood Swamp,2019-04-16,42.78062,-83.31297
11:43 pm,11:46 pm,6.67,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,No wood frogs present.  The single peeper was present again.,Lake Orion,Oakland,Michigan,Suburban,Vernal Pool,Natural,Temporary Every Year,Groundwater,Site is wooded and surrounded by low brush.  Water is not easily acessible.  [AZA - keep duplicate and merge in FS],,,Indianwood Vernal Pool,2019-04-16,42.78204,-83.31331
08:16 pm,08:19 pm,8.89,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,None,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,West Greenwich,Kent,Rhode Island,,Swamp or Woodland Swamp,Natural,Permanent,Stream or River,,The site is at the western border of Mishnock Swamp.,,Mishnock Swamp,2019-04-16,41.67,-71.586
10:11 pm,10:14 pm,15.56,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Middleburg Heights,Cuyahoga,Ohio,Suburban,Swamp or Woodland Swamp,Not Known,Permanent,Not Known,"[AZA - Original coordinates (41.2142, -81.4953) inaccurate. Updated based on map location of Lake Isaac.]",,,Lake Isaac Wetlands,2019-04-16,41.355142,-81.825494
09:52 pm,09:55 pm,15.56,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Middleburg Heights,Cuyahoga,Ohio,Suburban,Swamp or Woodland Swamp,Not Known,Permanent,Not Known,"[AZA - Original coordinates (41.2142, -81.4953) inaccurate. Updated based on map location of Lake Isaac.]",,,Lake Isaac Wetlands,2019-04-16,41.355142,-81.825494
10:41 pm,10:44 pm,9.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,West Olive,USA,Michigan,Rural,Vernal Pool,Artifically Altered,Temporary Some Years,Precipitation or Runoff,behind fence at 16607 Port Sheldon Rd,,,16607 Port Sheldon,2019-04-16,42.886679,-86.189393
11:53 pm,11:56 pm,10,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Whitehouse,Lucas,Ohio,Rural,Pond,Human-made,Permanent,Groundwater,"pond in front yard with vernal pond to 50 ft. east of it, and ditch 75 ft. north, west and south of it",front yard of house,,oakwood front,2019-04-16,41.517085,-83.843161
11:53 pm,11:56 pm,10,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Whitehouse,Lucas,Ohio,Rural,Pond,Human-made,Permanent,Groundwater,"pond in front yard with vernal pond to 50 ft. east of it, and ditch 75 ft. north, west and south of it",front yard of house,,oakwood front,2019-04-16,41.517085,-83.843161
08:18 pm,08:21 pm,12.78,4 - MODERATE BREEZE: moves small branches; raises dust and loose paper,None,No Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,East Greenwich ,Kent ,Rhode Island,Suburban,Swamp or Woodland Swamp,Natural,Permanent,Precipitation or Runoff,"Marshland collects more water after heavy rainfall, less water exists in the winter. ","95 S to Route 4, Frenchtown Road exit, left on Frenchtown Road, follow Frenchtown Road for 2 miles.  Turn left onto Juniper Drive.  ""Frog Way"" is 1/4 mile on the right.",,Frog Way ,2019-04-16,41.6195,-71.5261
08:05 pm,08:08 pm,15,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,Hamden,New Haven,Connecticut,Park in suburb,Vernal Pool,Artifically Altered,Temporary Every Year,Stream or River,The Vernal Pool which appears between Autumn and early Summer behind the barn in Brooksvale Park.,"Behind the barn in Brooksvale Park at 524, Brooksvale Avenue, Hamden, CT.",,Vernal Pool at Brooksvale Park,2019-04-16,41.454862,-72.917848
08:30 pm,08:33 pm,17.22,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,cuba city,grant,Wisconsin,Rural,slow moving river,Natural,Permanent,Stream or River,this is where the platte rimarshy and at flood stage it is a slow moving riverver empties into the Mississippi most of the river most of the year it is a ,,,Platte River,2019-04-16,42.612381,-90.662453
08:09 pm,08:12 pm,13.33,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",Calls were coming from upstream.,Old Lyme,New London,Connecticut,Suburban,Swamp or Woodland Swamp,Natural,Not Known,Pond,Forest swamp adjacent to the Black Hall River (which is a stream at this location),,,Black Hall,2019-04-16,41.340915,-72.298214
08:25 pm,08:28 pm,11.94,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,Sunset 1945,Scaggsville,Howard,Maryland,Suburban,Pond,Human-made,Permanent,Pond,,Proceed from Scaggsville Road to Harding Road and then to Stanfield Road.  The site is just west of the intersection with Dove's Fly Way.,,4040W (Dove's Fly Way West),2019-04-16,39.125,-76.874
08:48 pm,07:52 pm,13.33,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),2 - Calls of individuals can be distinguished but there is some overlapping of calls,Clear sky. 5 mph wind. 24% humidity.  Definite breaks between calls - then calls erupt as a group - and cycle back to silence. More Peepers than Wood frogs.,Branford,New Haven,Connecticut,Suburban,Vernal Pool,Natural,Temporary Every Year,Not Known,Vernal Pool in hardwoods surrounded by marshland,About 0.6 miles south on Pleasant Point Road from intersection with CT 146 (Totoket Road),,Pleasant Point Road,2019-04-16,41.274033,-72.765108
08:10 pm,08:13 pm,8.89,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,Branford,New Haven,Connecticut,Rural,Pond,Natural,Permanent,Stream or River,,,,Howard Ave. Pond,2019-04-16,41.26138,-72.832856
08:46 pm,08:49 pm,16.11,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Ellicott City,Howard,Maryland,Rural,Pond,Human-made,Permanent,Precipitation or Runoff,,Pond is located behind 12895 Tridelphia Rd,,Benson Branch Park,2019-04-16,39.271357,-76.960628
07:58 pm,08:01 pm,12.78,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Fall River,Bristol County,Massachusetts,Suburban,Pond,Natural,Permanent,Pond,,"Route 24, exit 5, President Ave to Elsbree St, North on Elsbree Street to Bristol Comm College.",,Bristol Community College Pond (BCC Pond),2019-04-16,41.7237,-71.1204
08:18 pm,08:21 pm,12.78,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,Sunset 1945,Scaggsville,Howard,Maryland,Suburban,Pond,Human-made,Permanent,Precipitation or Runoff,,Proceed from Scaggsville Road (216) to Harding Road and then to Stansfield Road.  The site is just to the east of Dove's Fly Way.,,4040E (Dove's Fly Way East),2019-04-16,39.126174,-76.873673
08:36 pm,08:39 pm,18.33,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,(Obs NICA),Bethesda,Montgomery,Maryland,National Park surrounded by urban development,Vernal Pool,Natural,Temporary Every Year,Precipitation or Runoff,,Between the C&O canal and Potomac River at Mile 5.5/between lock 5 and lock 6. (NICA 2019),,Feeder Pool,2019-04-16,38.94278,-77.12361
08:53 pm,08:56 pm,20.56,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Columbus,Franklin,Ohio,Urban,Pond,Not Known,Permanent,Not Known,,,,OSU wetlands pond,2019-04-16,40.01859,-83.01905
08:34 pm,08:37 pm,15.56,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,Can hear Spring Peepers and Toads off in the distance.,Clinton,Middlesex,Connecticut,Suburban,Swamp or Woodland Swamp,Natural,Permanent,Not Known,Forested swamp.,"Located off Glenwood Road. Ethel Peters Recreational Complex entrance is located at the interection of Glenwood Rd. and Hurd Bridge road.  It is next to a Clinton Volunteer Fire Station and Lewen G. Joel Elementary School (138 Glenwood Road).  To find the swamp you should park at the far end of the parking lot.  Just past the parking lot you will see a large rectangle field. The swamp is located on the far fight side of the field, just past an old fenced tennis court.",,Peters Complex Swamp,2019-04-16,41.304817,-72.527557
07:52 pm,07:55 pm,3.33,4 - MODERATE BREEZE: moves small branches; raises dust and loose paper,None,Some Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,Bar Harbor,Hancock,Maine,Rural,Freshwater Marsh,Formed by a Beaver Dam,Permanent,Stream or River,"A beaver pond along Schooner Head Road, unnamed. (Not ""Beaver Dam Pond"" of Acadia) ",,,Beaver Pond,2019-04-16,44.352892,-68.184232
08:40 pm,08:43 pm,16.11,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,gibsonia,allegheny,Pennsylvania,county park,Swamp or Woodland Swamp,Natural,Permanent,Precipitation or Runoff,couple of ponds within wetland,corner of brown and pearce mill rds,,wetland ponds,2019-04-16,40.6195,-80.0249
08:50 pm,08:53 pm,16.11,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,,allegheny,Pennsylvania,county park,Vernal Pool,Not Known,Temporary Every Year,Precipitation or Runoff,vernal pond within wetland,,,wood frog pond,2019-04-16,40.618236,-80.026403
09:35 pm,08:45 pm,15.56,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Dahlonega,Lumpkin,Georgia,Suburban,Pond,Human-made,Permanent,Stream or River,Human-made reservoir,,,The Reservoir,2019-04-16,34.5494,-83.971
